"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Gulliver's Travels ",85,"Rob Letterman",11,"James Corden",480,"Catherine Tate",392,"Olly Alexander",116,184,121,53160,1173,0,"bermuda triangle|box office hit|shipwrecked|travel|travel writer",1,"Color","Adventure|Comedy|Family|Fantasy",2010,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1",42776259,1.12e+08,4.9
"Pooh's Heffalump Movie ",68,"Frank Nissen",0,"Kath Soucie",304,"Brenda Blethyn",286,"John Fiedler",253,45,32,4180,861,264,"creature|forest|mother son relationship|rabbit|winnie the pooh",0,"Color","Animation|Family|Fantasy|Mystery",2005,"English","USA","G",1.85,"http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1",18081626,2e+07,6.4
"Chéri ",100,"Stephen Frears",350,"Tom Burke",201,"Iben Hjejle",123,"Gaye Brown",30,155,43,8924,365,0,"age difference|courtesan|mansion|marriage|prostitute",1,"Color","Comedy|Drama|Romance",2009,"English","UK","R",2.35,"http://www.imdb.com/title/tt1179258/?ref_=fn_tt_tt_1",2708188,2.3e+07,6.2
"The Imitation Game ",114,"Morten Tyldum",77,"Benedict Cumberbatch",19000,"Rory Kinnear",393,"Allen Leech",305,454,608,467613,20295,165000,"crossword puzzle|cryptography|enigma code|gay lead character|world war two",1,"Color","Biography|Drama|Thriller|War",2014,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1",91121452,1.4e+07,8.1
"Opal Dream ",86,"Peter Cattaneo",11,"Jacqueline McKenzie",185,"Vince Colosimo",62,"Peter Callan",18,24,6,813,299,135,"friend|girl|imaginary friend|outback|town",0,"Color","Drama|Family",2006,"English","Australia","PG",1.85,"http://www.imdb.com/title/tt0420835/?ref_=fn_tt_tt_1",13751,11400000,6.6
"Blue Ruin ",90,"Jeremy Saulnier",57,"Devin Ratray",1000,"Eve Plumb",235,"Amy Hargreaves",92,279,135,42678,1528,0,"blood splatter|car|neo noir|vengeance|vomiting",0,"Color","Crime|Drama|Thriller",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt2359024/?ref_=fn_tt_tt_1",258113,1066167,7.1
"Inescapable ",93,"Ruba Nadda",55,"Saad Siddiqui",223,"Bonnie Lee Bouman",11,"Fadia Nadda",5,36,20,2086,242,657,"",3,"Color","Drama|Mystery|Romance|Thriller",2012,"English","Canada","R",2.35,"http://www.imdb.com/title/tt1844203/?ref_=fn_tt_tt_1",4063,4e+06,5.2
"Mulholland Drive ",147,"David Lynch",0,"Naomi Watts",6000,"Robert Forster",889,"Laura Harring",669,252,1768,235992,8484,16000,"amnesia|car accident|female protagonist|lesbian sex|loss of memory",1,"Color","Drama|Mystery|Thriller",2001,"English","France","R",1.85,"http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1",7219578,1.5e+07,8
"Wasabi ",94,"Gérard Krawczyk",7,"Carole Bouquet",235,"Ryôko Hirosue",46,"Michel Muller",17,40,91,29392,303,0,"french|inheritance|japan|letter|police detective hero",1,"Color","Action|Comedy|Crime|Drama|Thriller",2001,"French","France","R",2.35,"http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1",81525,15300000,6.6
"Eragon ",104,"Stefen Fangmeier",14,"Djimon Hounsou",3000,"Ed Speleers",762,"Gary Lewis",203,170,1690,108076,4487,0,"dragon|dragon rider|fictional war|sword and fantasy|teenage hero",0," Black and White","Action|Adventure|Family|Fantasy",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1",75030163,1e+08,5.1
"Bride of Chucky ",89,"Ronny Yu",31,"Alexis Arquette",285,"Park Bench",81,"Vince Corazza",71,114,292,39768,667,0,"blood|doll|gore|murder|serial killer",0,"Color","Comedy|Fantasy|Horror|Romance",1998,"English","Canada","R",1.85,"http://www.imdb.com/title/tt0144120/?ref_=fn_tt_tt_1",32368960,2.5e+07,5.3
"The Matrix Revolutions ",129,"Lana Wachowski",0,"Essie Davis",309,"Collin Chou",269,"Nona Gaye",233,245,2121,364948,1062,0,"battle|epic|fight|future|machine",0,"Color","Action|Sci-Fi",2003,"English","Australia","R",2.35,"http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1",139259759,1.5e+08,6.7
"Bran Nue Dae ",88,"Rachel Perkins",3,"Deborah Mailman",46,"Magda Szubanski",46,"Jessica Mauboy",38,33,31,1388,225,479,"australia|journey|love|priest|traveling",7,"Color","Comedy|Drama|Musical",2009,"English","Australia","PG-13",2.35,"http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1",110029,6500000,6.3
"Victor Frankenstein ",110,"Paul McGuigan",118,"Daniel Radcliffe",11000,"Spencer Wilding",1000,"Daniel Mays",287,159,91,28618,12876,11000,"assistant|experiment|frankenstein|medical student|scientist",2,"Color","Drama|Horror|Sci-Fi|Thriller",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1",5773519,4e+07,6
"Radio Flyer ",114,"Richard Donner",503,"Adam Baldwin",2000,"Thomas Ian Nicholas",864,"John Heard",697,10,71,10410,4334,892,"father son relationship|physical abuse|radio flyer|stepfather|stepfather stepson relationship",3,"Color","Drama",1992,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1",4651977,3.5e+07,6.9
"Clean ",110,"Olivier Assayas",107,"Maggie Cheung",576,"Béatrice Dalle",133,"Don McKellar",45,81,39,3924,776,171,"jail|junkie|money|motel|singer",1,"Color","Drama|Music|Romance",2004,"French","France","R",2.35,"http://www.imdb.com/title/tt0388838/?ref_=fn_tt_tt_1",136007,4500,6.9
"Ip Man 3 ",105,"Wilson Yip",25,"Mike Tyson",461,"Lynn Hung",79,"Kwok-Kwan Chan",51,78,45,21912,615,12000,"1950s|cancer|hong kong|martial arts school|wing chun",0,"Color","Action|Biography|Drama|History",2015,"Cantonese","Hong Kong","PG-13",2.35,"http://www.imdb.com/title/tt2888046/?ref_=fn_tt_tt_1",2126511,3.6e+07,7.2
"House on Haunted Hill ",93,"William Malone",37,"Jeffrey Combs",885,"Peter Gallagher",828,"Bridgette Wilson-Sampras",545,147,536,45317,2872,0,"billionaire|corpse|eccentric|haunted hospital|haunted house",0,"Color","Horror|Mystery|Thriller",1999,"English","USA","R",1.37,"http://www.imdb.com/title/tt0185371/?ref_=fn_tt_tt_1",40846082,1.9e+07,5.6
"By the Sea ",122,"Angelina Jolie Pitt",11000,"Brad Pitt",11000,"Angelina Jolie Pitt",11000,"Melvil Poupaud",188,131,61,7976,22319,0,"cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity",0,"Color","Drama|Romance",2015,"English","USA","R",2.35,"http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1",531009,1e+07,5.3
"Shaft ",99,"John Singleton",309,"Christian Bale",23000,"Vanessa Williams",1000,"Daniel von Bargen",577,160,301,58416,26527,0,"blaxploitation|detective|drugs|shaft|trial",0,"Color","Action|Crime|Thriller",2000,"English","Germany","R",2.35,"http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1",70327868,4.6e+07,5.9
"One for the Money ",91,"Julie Anne Robinson",30,"Fisher Stevens",922,"Debbie Reynolds",786,"Patrick Fischler",497,127,169,34203,3301,19000,"bail bond|bounty hunter|jeans|shot in the butt|title directed by female",1,"Color","Action|Comedy|Crime|Romance|Thriller",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1",26404753,4e+07,5.3
"The East ",116,"Zal Batmanglij",129,"Alexander Skarsgård",10000,"Julia Ormond",918,"Jason Ritter",782,200,119,41856,13180,12000,"anarchist|corporation|greedy institution|vomiting|watching television",4,"Color","Drama|Thriller",2013,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1",2268296,6500000,6.9
"25th Hour ",108,"Spike Lee",0,"Philip Seymour Hoffman",22000,"Rosario Dawson",3000,"Aaron Stanford",346,202,454,149528,26050,0,"bar|dream|drug dealing|nightclub|widower",0,"Color","Drama",2002,"English","USA","R",2.35,"http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1",13060843,1.5e+07,7.7
"Repo! The Genetic Opera ",150,"Darren Lynn Bousman",163,"Alexa PenaVega",2000,"Paris Hilton",716,"Paul Sorvino",636,147,259,20419,4168,8000,"future|murder|opera|repossession|surgery",1,"Color","Horror|Musical|Sci-Fi",2008,"English","USA","R",1.85,"http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1",140244,8500000,6.7
"17 Again ",102,"Burr Steers",23,"Matthew Perry",2000,"Hunter Parrish",2000,"Thomas Lennon",651,191,185,146899,7009,0,"adult as child|father son relationship|high school student|janitor|school",1,"Color","Comedy|Drama|Family|Fantasy|Romance",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1",64149837,2e+07,6.4
"Mission to Mars ",114,"Brian De Palma",0,"Don Cheadle",3000,"Connie Nielsen",933,"Kim Delaney",281,181,949,60467,4902,0,"astronaut|mars|mars the planet|outer space|zero gravity",0,"Color","Adventure|Sci-Fi|Thriller",2000,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0183523/?ref_=fn_tt_tt_1",60874615,9e+07,5.6
"Big Momma's House ",99,"Raja Gosnell",67,"Nia Long",826,"Cedric the Entertainer",436,"Tichina Arnold",330,100,148,66941,1790,1000,"disguise|fbi|female impersonation|gender disguise|obesity",1,"Color","Action|Comedy|Crime",2000,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0208003/?ref_=fn_tt_tt_1",117559438,3e+07,5.1
"The Princess and the Cobbler ",80,"Richard Williams",18,"Donald Pleasence",742,"Kenneth Williams",83,"Clive Revill",73,10,47,2541,1088,408,"cobbler|desert|gold|princess|thief",0,"Color","Action|Adventure|Animation|Comedy|Fantasy",1993,"English","UK","G",2.35,"http://www.imdb.com/title/tt0112389/?ref_=fn_tt_tt_1",669276,2.8e+07,7.2
"Alice Through the Looking Glass ",113,"James Bobin",33,"Johnny Depp",40000,"Alan Rickman",25000,"Anne Hathaway",11000,218,131,21352,80806,30000,"clock|dark fantasy|mad hatter|queen|sequel",1,"Color","Adventure|Family|Fantasy",2016,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1",76846624,1.7e+08,6.4
"Tsotsi ",94,"Gavin Hood",151,"Terry Pheto",113,"Nambitha Mpumlwana",64,"Rapulana Seiphemo",29,152,177,25063,278,0,"baby|bathing a baby|criminal|slum|vomiting",1,"Color","Crime|Drama",2005,"Zulu","UK","R",2.35,"http://www.imdb.com/title/tt0468565/?ref_=fn_tt_tt_1",2912363,3e+06,7.3
"How Stella Got Her Groove Back ",124,"Kevin Rodney Sullivan",8,"Richard Lawson",508,"James Pickens Jr.",270,"Barry Shabaka Henley",232,29,51,5427,1660,0,"female protagonist|jamaica|six word title|tragic event|vacation",1,"Color","Comedy|Drama|Romance",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1",37672350,2e+07,5.5
"I Want Someone to Eat Cheese With ",80,"Jeff Garlin",522,"Jessy Schram",813,"Jeff Garlin",522,"Joey Slotnick",423,32,28,2963,2179,0,"cheese|city|ice cream|school|second city",0,"Color","Comedy|Romance",2006,"English","USA","R",1.85,"http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1",194568,1500000,6.2
"Fahrenheit 9/11 ",122,"Michael Moore",909,"Osama bin Laden",503,"Stevie Wonder",328,"Ricky Martin",282,288,1416,113152,1448,0,"anti war|interview|iraq|paranoia|war on terrorism",0,"Color","Documentary|Drama|War",2004,"English","USA","R",1.85,"http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1",119078393,6e+06,7.5
"The Mirror Has Two Faces ",122,"Barbra Streisand",0,"Jeff Bridges",12000,"Austin Pendleton",592,"Mimi Rogers",292,27,71,11453,13716,0,"columbia university|lecture|marriage|professor|sex",0,"Color","Comedy|Drama|Romance",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1",41252428,4.2e+07,6.5
"28 Days Later... ",113,"Danny Boyle",0,"Noah Huntley",133,"Megan Burns",32,"David Schneider",27,224,1441,297250,241,11000,"laboratory|london england|military|virus|zombie apocalypse",0,"Color","Drama|Horror|Sci-Fi|Thriller",2002,"English","UK","R",1.85,"http://www.imdb.com/title/tt0289043/?ref_=fn_tt_tt_1",45063889,8e+06,7.6
"Beyond Borders ",127,"Martin Campbell",258,"Angelina Jolie Pitt",11000,"Teri Polo",708,"Noah Emmerich",617,54,156,22570,12947,0,"africa|american|border|doctor|well",2,"Color","Adventure|Drama|Romance|War",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0294357/?ref_=fn_tt_tt_1",4426297,3.5e+07,6.5
"The Devil's Own ",111,"Alan J. Pakula",79,"Harrison Ford",11000,"Brad Pitt",11000,"Natascha McElhone",2000,66,114,45602,26088,979,"friendship|murder|northern ireland|police officer|terrorist",0,"Color","Action|Crime|Drama|Thriller",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0118972/?ref_=fn_tt_tt_1",42877165,8.6e+07,6.1
"Chappie ",120,"Neill Blomkamp",662,"Hugh Jackman",20000,"Sharlto Copley",2000,"Jose Pablo Cantillo",502,371,627,172965,23051,67000,"artificial intelligence|consciousness|future|mind uploading|robot",0,"Color","Action|Crime|Drama|Sci-Fi|Thriller",2015,"English","USA","R",2.35,"http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1",31569268,4.9e+07,6.9
"Martin Lawrence Live: Runteldat ",113,"David Raynr",9,"Nancy O'Dell",71,"Mikki Padilla",65,"Dayna Devon",12,24,35,1466,159,63,"actor name in title|colon in title|four word title|live performance|satire",1,"Color","Biography|Comedy|Documentary",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0327036/?ref_=fn_tt_tt_1",19184015,3e+06,5.4
"Elizabeth ",124,"Shekhar Kapur",159,"Fanny Ardant",288,"John Gielgud",249,"Eric Cantona",240,141,409,75973,1006,0,"16th century|british royal family|catholic|queen|queen elizabeth i",1,"Color","Biography|Drama|History",1998,"English","UK","R",1.85,"http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1",30012990,2.5e+07,7.5
"Delivery Man ",105,"Ken Scott",31,"Jack Reynor",390,"Bobby Moynihan",311,"Matthew Daddario",110,168,95,59805,1006,0,"children|identity|lawsuit|lawyer|sperm donor",10,"Color","Comedy|Drama",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1",30659817,2.6e+07,6.4
"The Flowers of War ",146,"Yimou Zhang",611,"Christian Bale",23000,"Ni Ni",196,"Shigeo Kobayashi",28,136,130,38690,23240,13000,"abusive stepfather|attempted rape|food shortage|sexual abuse|starving child",2,"Color","Drama|History|Romance|War",2011,"Mandarin","China","R",2.35,"http://www.imdb.com/title/tt1410063/?ref_=fn_tt_tt_1",9213,9.4e+07,7.6
"Dressed to Kill ",104,"Brian De Palma",0,"Angie Dickinson",754,"David Margulies",567,"Nancy Allen",517,121,201,23986,2442,0,"apartment|elevator|murder|psychiatrist|sunglasses",0,"Color","Mystery|Romance|Thriller",1980,"English","USA","X",2.35,"http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1",31899000,6500000,7.1
"Deuce Bigalow: European Gigolo ",83,"Mike Bigelow",2,"Carlos Ponce",591,"Eddie Griffin",489,"Charles Keating",137,98,166,41239,1729,887,"dolphin|gigolo|pimp|serial killer|villain arrested",0,"Color","Comedy",2005,"English","USA","R",1.85,"http://www.imdb.com/title/tt0367652/?ref_=fn_tt_tt_1",22264487,2.2e+07,4.6
"The American President ",114,"Rob Reiner",0,"Shawna Waldron",524,"Samantha Mathis",517,"Wendie Malick",452,75,214,43027,2668,0,"lobbyist|president|senator|state dinner|widower",0,"Color","Comedy|Drama|Romance",1995,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1",65000000,6.2e+07,6.8
"The Mummy Returns ",130,"Stephen Sommers",208,"Dwayne Johnson",12000,"Brendan Fraser",3000,"Patricia Velasquez",591,202,890,248045,15972,0,"ancient egypt|bracelet|king|scorpion|son",5,"Color","Action|Adventure|Fantasy|Thriller",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0209163/?ref_=fn_tt_tt_1",202007640,9.8e+07,6.3
"The Last Legion ",102,"Doug Lefler",4,"Colin Firth",14000,"Nonso Anozie",394,"Owen Teale",112,90,174,29285,14625,0,"5th century|boy|capri|roman legion|soldier",0,"Color","Action|Adventure|Fantasy|War",2007,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1",5932060,3.5e+07,5.4
"Land of the Dead ",97,"George A. Romero",0,"Tony Nappo",654,"Shawn Roberts",529,"Pedro Miguel Arce",233,252,662,78883,1876,0,"apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse",8," Black and White","Horror",2005,"English","Canada","R",2.35,"http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1",20433940,1.5e+07,6.2
"Ed Wood ",127,"Tim Burton",13000,"Johnny Depp",40000,"Bill Murray",13000,"Martin Landau",940,148,420,142416,56585,0,"1950s|director|friend|friendship|transvestism",1," Black and White","Biography|Comedy|Drama",1994,"English","USA","R",1.85,"http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1",5887457,1.8e+07,7.9
"Once ",85,"John Carney",109,"Glen Hansard",200,"Markéta Irglová",96,"Darren Healy",18,232,329,90827,332,26000,"immigrant|independent film|song|street|vacuum cleaner",0,"Color","Drama|Music|Romance",2007,"English","Ireland","R",1.85,"http://www.imdb.com/title/tt0907657/?ref_=fn_tt_tt_1",9437933,180000,7.9
"My Bloody Valentine ",101,"Patrick Lussier",71,"Jensen Ackles",10000,"Jaime King",960,"Edi Gathegi",725,264,268,45603,14159,0,"coma|death|miner|valentine|valentine's day",0,"Color","Horror|Thriller",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1",51527787,1.5e+07,5.5
"Crocodile Dundee in Los Angeles ",92,"Simon Wincer",23,"Jere Burns",460,"Paul Hogan",442,"Linda Kozlowski",162,71,119,19699,1315,387,"boat|crocodile|garbage can|knife|paramount pictures",0,"Color","Adventure|Comedy|Crime",2001,"English","Australia","PG",1.85,"http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1",25590119,21150000,4.8
"Fifty Shades of Grey ",129,"Sam Taylor-Johnson",456,"Jennifer Ehle",1000,"Luke Grimes",935,"Callum Rennie",716,362,1360,220020,4585,101000,"female frontal nudity|female nudity|perversion|sex scene|spanking",0,"Color","Drama|Romance",2015,"English","USA","R",2.35,"http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1",166147885,4e+07,4.1
"My Date with Drew ",90,"Jon Gunn",16,"John August",86,"Brian Herzlinger",23,"Jon Gunn",16,43,84,4285,163,456,"actress name in title|crush|date|four word title|video camera",0,"Color","Documentary",2004,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0378407/?ref_=fn_tt_tt_1",85222,1100,6.6
"From a Whisper to a Scream ",92,"Jeff Burr",155,"Terry Kiser",448,"Clu Gulager",426,"Susan Tyrrell",147,57,37,1324,1329,241,"bathtub|cult film|neck breaking|tennessee|wraparound story",0,"Color","Action|Drama|Horror|Thriller",1987,"English","USA","R",1.85,"http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1",1400000,1100000,5.9
"Celebrity ",113,"Woody Allen",11000,"Melanie Griffith",537,"Aleksa Palladino",255,"Greg Mottola",99,114,161,20576,943,652,"celebrity|journalist|lesbian kiss|strong female character|tv producer",0," Black and White","Comedy|Drama",1998,"English","USA","R",1.66,"http://www.imdb.com/title/tt0120533/?ref_=fn_tt_tt_1",5032496,1.2e+07,6.3
"A Knight's Tale ",144,"Brian Helgeland",241,"Heath Ledger",13000,"Rufus Sewell",3000,"Bérénice Bejo",996,167,658,137003,18761,0,"chaucer|jousting|knight|medieval times|tournament",1,"Color","Action|Adventure|Romance",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1",56083966,6.5e+07,6.9
"The Brothers McMullen ",98,"Edward Burns",0,"Shari Albert",138,"Michael McGlone",111,"Maxine Bahns",73,36,36,6375,388,265,"abusive father|critically acclaimed|loss of father|love|true love",0,"Color","Comedy|Drama|Romance",1995,"English","USA","R",1.85,"http://www.imdb.com/title/tt0112585/?ref_=fn_tt_tt_1",10246600,25000,6.6
"Rock Star ",105,"Stephen Herek",65,"Beth Grant",628,"Dagmara Dominczyk",316,"Matthew Glave",108,107,191,34592,1265,0,"cover band|fired from a job|heavy metal|rock star|tribute band",0,"Color","Drama|Music",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1",16991902,5.7e+07,6.2
"Sphinx ",118,"Franklin J. Schaffner",76,"Frank Langella",902,"William Hootkins",488,"John Gielgud",249,2,21,892,2079,106,"bat|curse|egyptologist|mummy|murder",0,"Color","Adventure|Mystery|Thriller",1981,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1",800000,1.4e+07,5.2
"Friends with Benefits ",109,"Will Gluck",87,"Mila Kunis",15000,"Justin Timberlake",3000,"Masi Oka",923,238,194,270228,20956,41000,"blow job|female rear nudity|girl in panties|male objectification|no panties",2,"Color","Comedy|Romance",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1",55802754,3.5e+07,6.6
"The Lord of the Rings: The Two Towers ",172,"Peter Jackson",0,"Christopher Lee",16000,"Orlando Bloom",5000,"Billy Boyd",857,294,2417,1100446,23052,10000,"epic|evil wizard|middle earth|ring|wizard",1,"Color","Action|Adventure|Drama|Fantasy",2002,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0167261/?ref_=fn_tt_tt_1",340478898,9.4e+07,8.7
